Loan_ID,CoapplicantIncome,Credit_History,income_loan_ratio,loan_per_income,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Property_Area_Rural,Property_Area_Semiurban,Loan_Status
LP001086,-0.5451105070263733,0.40094451135042736,-0.28578355882220824,0.04862602268352022,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
LP001465,0.33578625749870733,0.40094451135042736,-0.08988051785106695,-0.3173582393636355,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP002716,-0.5451105070263733,0.40094451135042736,0.03288830828166954,-0.5311411476269485,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
LP001334,-0.5451105070263733,0.40094451135042736,-0.393214919633668,0.4127051569296849,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
LP001280,0.1406791111325061,0.40094451135042736,0.07505979125845849,-0.5997433328832483,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
LP001702,-0.5451105070263733,0.40094451135042736,-0.6487468296054605,1.5162168746863258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001953,-0.5451105070263733,0.40094451135042736,-0.4448487535766065,0.5987194524012228,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
LP001222,-0.5451105070263733,-2.4941107103122175,-0.4067144418356375,0.4565290956345032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP002522,-0.5451105070263733,0.40094451135042736,-0.6516657822031829,1.5207438356725436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002006,-0.5451105070263733,0.40094451135042736,-0.17903739943439997,-0.17070705989890592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP001259,0.4911176060116935,0.40094451135042736,-0.3896597242686165,0.4001730483725583,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
LP001936,0.28332335170955303,0.40094451135042736,-0.3084578919443778,0.1686848700912154,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP001451,0.7750345079294696,-2.4941107103122175,1.0504290652841901,-1.44466416787336,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
LP002888,0.45511365105835233,0.40094451135042736,-0.35122486279041054,0.2920892100119934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001978,0.312126515672226,0.40094451135042736,-0.12149482534131581,-0.2610372524320877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP002266,-0.0650577743151577,0.40094451135042736,-0.30160074848577784,0.14545803407082786,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
LP001570,-0.048941718288424044,0.40094451135042736,-0.41483305040652796,0.4908145575550302,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
LP002529,0.05495540886264619,0.40094451135042736,-0.3802583124330465,0.38570645615684146,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
LP001487,-0.5451105070263733,0.40094451135042736,-0.08275912206768359,-0.34094029901596756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002785,0.5692976224818057,0.40094451135042736,-0.24916872184145075,0.019314328115116807,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
LP002110,-0.30919887837971877,0.40094451135042736,-0.37205164376184846,0.35437988377895935,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
LP002945,-0.5451105070263733,0.40094451135042736,0.12165739273060315,-0.6561166739357907,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP001144,-0.5451105070263733,0.40094451135042736,-0.28335684946020445,0.10313200378098424,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002643,0.1526804294502865,0.40094451135042736,-0.40441914936652523,0.45504971603957645,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
LP001884,-0.010194604862447356,0.40094451135042736,-0.049514451993308665,-0.4034857636111069,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
LP001398,-0.5451105070263733,0.40094451135042736,-0.2210486994411225,-0.05307952034559743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001100,0.48357392021194584,0.40094451135042736,-0.06203640027269525,-0.3625156955432483,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
LP002341,-0.5451105070263733,0.40094451135042736,-0.9356410332924925,4.2907258777978505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
LP001594,1.3836727940454752,0.40094451135042736,0.264035855016691,-0.8344094206449805,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001369,-0.1590109520029242,0.40094451135042736,0.13404757586610416,-0.6707092973429892,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
LP002562,-0.157296477957527,0.40094451135042736,-0.4349848863597486,0.5626993380097858,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
LP002281,-0.044826980579470765,0.40094451135042736,-0.10267375637271955,-0.3055700779705455,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001610,3.3296008355712954,-2.4941107103122175,-0.4530242510228321,0.6383197364666174,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
LP001915,-0.20708480841917845,0.40094451135042736,-0.2436628125341968,-0.011824074093597262,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
LP002130,0.562439726300217,-2.4941107103122175,-0.17482945657385818,-0.15059698778605432,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
LP002265,0.012093557727716225,0.40094451135042736,-0.5119137326556519,0.8420686038248888,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
LP002448,0.049126197108295716,-2.4941107103122175,-0.345103583896154,0.27270229225394704,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP001875,0.6368478998704554,0.40094451135042736,-0.02583321312017755,-0.43370383569688514,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP001807,-0.09934725522310169,0.40094451135042736,0.5082545297568252,-1.084461193298647,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
LP001256,1.0836398361009654,0.40094451135042736,-0.06921294361687892,-0.35572815605003955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP002625,-0.5451105070263733,0.40094451135042736,-0.37052511730728155,0.33675011956433454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP001097,-0.5451105070263733,0.40094451135042736,-0.1826252933936843,-0.14130104828354292,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
LP002098,-0.5451105070263733,0.40094451135042736,-0.5687371129728335,1.0873799701171762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001925,0.043639880163024676,0.40094451135042736,-0.20112264727319099,-0.10254017260941836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001877,-0.06951540683319042,0.40094451135042736,-0.2773925368105953,0.08861937575343685,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
LP001066,-0.5451105070263733,0.40094451135042736,-0.021123823735421453,-0.43843670846656946,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002640,0.14205069036882387,0.40094451135042736,-0.500753128189039,0.8141565668541759,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
LP002874,0.39407837504221205,0.40094451135042736,0.0869053475397381,-0.6147299529624239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002600,-0.5451105070263733,0.40094451135042736,-0.5548794592260704,1.0219288300626512,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
LP001006,0.26343545278294556,0.40094451135042736,-0.2646035411170515,0.05165939106808851,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
LP001761,-0.5451105070263733,0.40094451135042736,-0.5090879210769657,0.8444621024266749,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP001636,-0.5451105070263733,0.40094451135042736,0.315147201047131,-0.9064678717477802,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001786,-0.5451105070263733,0.40094451135042736,-0.7644882704578757,2.338867184444387,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP001032,-0.5451105070263733,0.40094451135042736,-0.3067103933878642,0.16161279567552492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001356,0.6834815939052592,0.40094451135042736,0.3880081928586347,-0.9710706080844417,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001430,-0.5451105070263733,0.40094451135042736,1.1419443359055998,-1.5106759207195486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001405,-0.06574356393331658,0.40094451135042736,-0.2329271210017373,-0.03435713013428895,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
LP002603,0.7177710748132032,0.40094451135042736,-0.3426141648998576,0.2590247111963236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP002398,0.0895877845796696,0.40094451135042736,0.6385378454164484,-1.2060808201416415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002319,-0.5451105070263733,0.40094451135042736,-0.3183603837646211,0.19849347591438182,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002114,-0.5451105070263733,0.40094451135042736,0.19596511731294164,-0.7701768042234624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001319,0.07895804549820697,0.40094451135042736,0.3137226307011268,-0.9024894267795042,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
LP002928,0.6262181607889927,0.40094451135042736,1.685165446642783,-1.7192910077740806,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002139,-0.5451105070263733,0.40094451135042736,-0.29643398266251536,0.1447229137711051,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002717,1.3408109429105453,0.40094451135042736,-0.5572478208450011,1.0554591889781062,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP002008,-0.5451105070263733,0.40094451135042736,-0.2974171826735317,0.13988146568930176,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
LP002065,-0.5451105070263733,0.40094451135042736,-0.01997613411497209,-0.43596875015146924,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
LP001535,-0.5451105070263733,0.40094451135042736,0.35977565738176265,-0.9639782644849548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001349,0.7599471363299743,0.40094451135042736,0.1721399786111579,-0.7253827133481686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001907,-0.5451105070263733,0.40094451135042736,-0.4674998105328214,0.6908368577419198,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002777,0.14616542807777716,0.40094451135042736,-0.1988867587297119,-0.10483532811116833,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP002588,0.43453996251358595,0.40094451135042736,0.4413160720530667,-1.024019275648592,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001736,-0.5451105070263733,-2.4941107103122175,-0.38488628509637474,0.3614544057502052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP002798,0.37007573840665126,0.40094451135042736,-0.28129006673755835,0.10001839716717396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002101,-0.5451105070263733,0.40094451135042736,2.131910199162681,-1.8320667918734406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001155,0.018608559100225578,0.40094451135042736,-0.4132520545561589,0.47359692533138986,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
LP001955,0.326185202844483,0.40094451135042736,-0.026012050691750672,-0.4334016409304636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP002181,-0.5451105070263733,0.40094451135042736,-0.11364512998001769,-0.2772262810555064,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
LP002619,-0.036597505161564216,0.40094451135042736,-0.222706196111196,-0.04814426879129544,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
LP002606,-0.5451105070263733,0.40094451135042736,-0.5244075732994068,0.8900543220761006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002868,-0.3870360000407516,0.40094451135042736,-0.47184099092996845,0.682894397157339,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
LP002833,-0.5451105070263733,0.40094451135042736,-0.3710902300153416,0.34494064834753424,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
LP001693,-0.5451105070263733,0.40094451135042736,-0.28595135703751146,0.09397196498818651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002004,0.2795515088096792,0.40094451135042736,-0.08050641357250164,-0.343164109690101,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
LP001871,-0.5451105070263733,0.40094451135042736,0.24289314711340704,-0.8155871016975051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP002778,-0.5451105070263733,-2.4941107103122175,0.04511320050968059,-0.5504583949623346,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
LP001005,-0.5451105070263733,0.40094451135042736,-0.1574630042328943,-0.20894761335779144,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001273,0.22640281340236604,0.40094451135042736,-0.5315347690796635,0.943763940739674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001011,0.8936761118709557,0.40094451135042736,-0.3995770455329323,0.44904061642291804,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
LP001682,-0.5451105070263733,0.40094451135042736,-0.5201712406848188,0.8797680244598212,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
LP002243,0.5302076142467497,-2.4941107103122175,-0.0591251648298578,-0.379141003430816,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
LP002379,-0.5451105070263733,-2.4941107103122175,0.2922749608887864,-0.8739921303358222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP001908,-0.5451105070263733,0.40094451135042736,-0.4830135810894516,0.7296320922965142,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
LP002753,-0.5451105070263733,0.40094451135042736,-0.34052772656483904,0.24798065192385446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
LP001586,-0.5451105070263733,0.40094451135042736,-0.207069825287472,-0.09519817306185561,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
LP002586,-0.23204754633684485,0.40094451135042736,-0.2875501890889842,0.10659110948045869,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
LP001824,0.08684462610703408,0.40094451135042736,-0.3388105012808099,0.25028221385042837,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
LP001692,-0.5451105070263733,0.40094451135042736,-0.38434490226217505,0.38585923472341993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
LP002224,-0.5451105070263733,0.40094451135042736,-0.2159375517023002,-0.07979770449463261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP001811,0.969455864677512,0.40094451135042736,0.3403338301986243,-0.923005689207638,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
LP001367,-0.1919288536745504,0.40094451135042736,-0.2759897917013007,0.075582871551573,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
LP002872,0.21268702103918846,-2.4941107103122175,-0.32360429670793,0.2097311339753879,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001391,0.8655587375264417,-2.4941107103122175,-0.009064560820918997,-0.46158805988849794,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
LP001647,-0.5451105070263733,0.40094451135042736,-0.033007533054921843,-0.4184871445336511,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP001750,-0.5451105070263733,0.40094451135042736,-0.057605301998553855,-0.38154101278309654,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002151,-0.5451105070263733,0.40094451135042736,0.17442278761300173,-0.7448270035878192,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
LP002953,-0.5451105070263733,0.40094451135042736,-0.17287096905954097,-0.15797339077374004,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
LP002697,0.17051095952241738,0.40094451135042736,0.07379480411439965,-0.5932718378490587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001894,0.21714465355722118,0.40094451135042736,-0.5027799886028629,0.8127003268331595,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001469,-0.5451105070263733,0.40094451135042736,-0.5325698842404731,0.9566921876547154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002964,-0.06128593141528387,0.40094451135042736,-0.44592040497847796,0.5978975386894169,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
LP002116,-0.5451105070263733,0.40094451135042736,0.0007336788952019129,-0.5114311420257658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP002670,0.014493821391272303,0.40094451135042736,-0.5011834783612706,0.7984082213046277,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
LP002689,0.05221225039001067,0.40094451135042736,0.9501378437799352,-1.4108644986170162,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
LP002541,-0.5451105070263733,0.40094451135042736,-0.12153338322908755,-0.2538050993591129,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP002738,-0.5451105070263733,0.40094451135042736,-0.4642369607970366,0.6542418994133155,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
LP001379,0.6893108056596097,-2.4941107103122175,-0.44763769633250383,0.6099414942210474,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
LP001572,-0.5451105070263733,0.40094451135042736,1.9599791816266603,-1.7970589011006706,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002197,-0.5451105070263733,0.40094451135042736,-0.4711295951794862,0.6899697881764746,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
LP001255,-0.5451105070263733,0.40094451135042736,-0.48043832005880005,0.7169685908792496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP001095,-0.5451105070263733,0.40094451135042736,-0.22676557053580812,-0.053435272951596675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP001644,1.2708604018583394,0.40094451135042736,-0.414363657520223,0.4904817678589286,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP001448,-0.5451105070263733,0.40094451135042736,0.36942867074240243,-0.9431862708966475,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
LP001532,-0.5451105070263733,0.40094451135042736,-0.8307215102464927,2.9248623009522987,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
LP002699,-0.5451105070263733,0.40094451135042736,-0.18832208719014784,-0.11067425284216219,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
LP002743,-0.5451105070263733,-2.4941107103122175,-0.7934469913287663,2.556590193329125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001562,-0.5451105070263733,0.40094451135042736,-0.5933029706634206,1.2333617056290473,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP002141,0.16913938028609962,0.40094451135042736,-0.029901767873463894,-0.4358169576172097,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
LP001577,-0.5451105070263733,0.40094451135042736,-0.272138445544155,0.06886725776950316,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP002767,0.12353437067853414,0.40094451135042736,-0.5525052758239696,1.026719099447586,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP002931,-0.5451105070263733,0.40094451135042736,-0.5828792591151912,1.1764380228061004,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
LP002732,0.1550806931138426,0.40094451135042736,-0.39174614991742024,0.41045061250595455,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
LP002229,0.9060203249978156,0.40094451135042736,-0.44352913559031526,0.5995266775847095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001123,-0.5451105070263733,0.40094451135042736,-0.5162058343734044,0.843536103138234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001289,-0.5451105070263733,0.40094451135042736,-0.2710610547468245,0.07795892026639406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001421,0.18937017402178655,0.40094451135042736,-0.18381182066336463,-0.1290027494884873,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP001003,-0.02802513493457822,0.40094451135042736,-0.09111031308209486,-0.3206941308968581,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
LP002624,1.7409691851062512,0.40094451135042736,0.17951321745079316,-0.7256942843439027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP002813,-0.5451105070263733,0.40094451135042736,-0.4933622358800303,0.7929781958141224,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
LP002036,0.18662701554915104,0.40094451135042736,-0.09426169247239892,-0.32340406948676087,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LP001439,0.14547963845961828,0.40094451135042736,-0.49444451181809845,0.7847340708491282,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
LP001859,0.1749685920404501,0.40094451135042736,0.12116892530207184,-0.65071394602193,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
LP002517,-0.030768293407213737,-2.4941107103122175,-0.3843429316002295,0.38422434002819333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
LP001179,-0.5451105070263733,0.40094451135042736,-0.44515830371707615,0.5914895004276906,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
LP001020,3.2157597589569216,0.40094451135042736,0.47453796127745174,-1.0440476660965723,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
LP002637,-0.1038048877411344,0.40094451135042736,-0.059869013127867084,-0.3826891356906851,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
LP002776,-0.5451105070263733,-2.4941107103122175,-0.06773623181336413,-0.3679747398291588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001036,-0.5451105070263733,-2.4941107103122175,-0.13549083785067972,-0.24838759160803392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LP002050,-0.5451105070263733,0.40094451135042736,0.36789375022348464,-0.9483273670036225,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
LP001543,-0.5451105070263733,0.40094451135042736,0.004493072952949644,-0.48093285272311553,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
LP002223,-0.5451105070263733,0.40094451135042736,-0.4802744993825499,0.7203974094147702,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001034,-0.5451105070263733,0.40094451135042736,-0.4067926539512244,0.45233618345063314,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
LP002537,0.5350081415738618,0.40094451135042736,-0.2719109389291279,0.07144869280257714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001914,-0.2707946597628215,0.40094451135042736,-0.23749776619379834,-0.015855301270594004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001993,0.026152244899973254,0.40094451135042736,-0.28969227019044475,0.11823896139067144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
LP002693,1.9120736948368917,0.40094451135042736,-0.5204711662259734,0.902687751620561,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
LP001164,-0.5451105070263733,0.40094451135042736,-0.35705622200718223,0.30095153564736515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
LP001658,-0.5451105070263733,0.40094451135042736,-0.01263639387760733,-0.47063047111276785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001849,-0.5451105070263733,-2.4941107103122175,0.041952393318810545,-0.5472962468502935,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
LP002126,-0.5451105070263733,0.40094451135042736,-0.2245909056654802,-0.05846253474950858,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
LP001640,1.0836398361009654,0.40094451135042736,8.48707462918208,-2.401629855336403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
LP001674,0.312126515672226,0.40094451135042736,0.14883410211352635,-0.7040978679611263,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
LP001014,0.31349809490854375,-2.4941107103122175,-0.42748440263956805,0.5335995562553647,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
LP001114,1.927161066436387,0.40094451135042736,0.29692703591735625,-0.8715307361702295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
